inETIP,subcategory,company,website,country,code_sig,network_sig,documentation,potential maven page,potential maven repo,potential github
,Display & Programmatic Advertising,Epom,epom.com,Ukraine,,,,,,https://github.com/epom
,,Eshare Media,,,,,,,,https://github.com/Eshare
ETIP,Business/Customer Intelligence & Data Science,Esri,esri.com,,com.esri.,,,,,
ETIP,Retail Proximity & IoT Marketing,Estimote,estimote.com,,com.estimote,,,,,
,Mobile & Web Analytics,etracker Targeting Suite,etracker.com,,,,,,,https://github.com/etracker
ETIP,Customer Data Platform,Eulerian Technologies,eulerian.com,,com.eulerian.android.sdk,eulerian\.com,,,,
,,EverBadge,everbadge.com,USA,,,,,,
,,EverySignal,everysignal.com,USA,,,,,,https://github.com/everysignal
ETIP,Governance Compliance and Privacy,Evidon (now Crownpeak),evidon.com,,com.evidon.,c.betrad.com,,,,
ETIP,Retail Proximity & IoT Marketing,EVRYTHNG,evrythng.com,,https://developers.evrythng.com/docs/evrythng-java-sdk,,,,,
ETIP,,ExactTarget,exacttarget.com,,com.exacttarget,,,,,
ETIP,,Exelate (A Nielsen Company),exelate.com,,,loadus.exelator.com,,,,
,,ExoClick Mobile,exoclick.com,Spain,,,,,,https://github.com/exoclick
,Mobile & Web Analytics,ExtraWatch,extrawatch.com,,,,,,,
,Mobile Marketing,Ez Texting,eztexting.com,,,,,,,https://github.com/eztexting
,,Faad,,,,,,,,https://github.com/Faad
ETIP,,Facebook Ads,developers.facebook.com/docs/android,,com.facebook.ads,\.facebook\.com,,,,
ETIP,,Facebook Analytics,developers.facebook.com/docs/android,,com.facebook.appevents,\.facebook\.com,,,,
ETIP,,Facebook Audience,developers.facebook.com/docs/android,,com.facebook.audiencenetwork,\.facebook\.com,,,,
ETIP,,Facebook Login,developers.facebook.com/docs/android,,com.facebook.login,\.facebook\.com,,,,
ETIP,,Facebook Notifications,developers.facebook.com/docs/android,,com.facebook.notifications,\.facebook\.com,,,,
ETIP,,Facebook Places,developers.facebook.com/docs/android,,com.facebook.places,\.facebook\.com,,,,
ETIP,,Facebook Share,developers.facebook.com/docs/android,,com.facebook.share,\.facebook\.com,,,,
,Mobile Marketing,Factual,factual.com,,com.factual.,,,https://bintray.com/factual,https://dl.bintray.com/factual/maven/,https://github.com/factual
,,Feelingtouch,,,,,,,,
,,FGL,fgl.com,,com.fgl,,,,,https://github.com/fgl
,Mobile & Web Analytics,FICO,fico.com,,,,,,,https://github.com/fico
ETIP,,FidZup,fidzup.com,,com.fidzup,,,,,
ETIP,Mobile Marketing,Fiksu,fiksu.com,USA,com.fiksu.asotracking,,,,,
,Mobile & Web Analytics,FireStats,firestats.cc,,,,,,,https://github.com/firestats
,Mobile & Web Analytics,Fishbowl,fishbowl.com,,,,,,,https://github.com/fishbowl
,,Flexion,,,,,,,,https://github.com/Flexion
,,FlightPath (TesFlight),,,,,,,,https://github.com/FlightPath
ETIP,,Flurry,developer.yahoo.com/flurry,USA,com.flurry,,,,,
ETIP,,FLUZO,fluzo.com,,com.fluzo.sdk,,,,,
ETIP,,flymob,flymob.com,,com.flymob.sdk.common,,,,,
ETIP,Mobile Marketing,FollowAnalytics,followanalytics.com,,com.followanalytics.|com.followapps,,,,,
ETIP,Customer Experience Service & Success,Foresee,foresee.com,,com.foresee.sdk.foresee,,,,,
,Mobile & Web Analytics,Formisimo,formisimo.com,,,,,,,https://github.com/formisimo
,,Fortumo,,,,,,,,https://github.com/Fortumo
,Mobile Marketing,Foursquare,foursquare.com,,com.foursquare.pilgrimsdk,,,,,https://github.com/foursquare
,Mobile & Web Analytics,FoxMetrics,foxmetrics.com,,,,,,,https://github.com/foxmetrics
,,Fractional Media,fractionalmedia.com,USA,com.fractionalmedia.sdk,,,,,https://github.com/fractionalmedia
,,Freapp,freapp.com,Italy,,,,,,
ETIP,Video Advertising,FreeWheel (a Comcast Company),freewheel.tv,,tv.freewheel.ad.,fwmrm.net,,,,
,Live Chat & Chatbots,Freshchat,freshchat.com,,com.freshchat.consumer.sdk,,,,,
,Customer Experience Service & Success,Freshdesk,freshdesk.com,,com.freshdesk.,,,,,https://github.com/freshdesk
,Mobile & Web Analytics,FullStory,fullstory.com,,,,,,,https://github.com/fullstory
,,Funplus Interactive,,,,,,,,
,,FusePowered,fusepowered.com,,com.fusepowered,,,,,https://github.com/fusepowered
,,Fybber,fybber.com,Germany,,,,,,
ETIP,Mobile Marketing,Fyber,fyber.com,,com.fyber,,,,,
ETIP,,Fyber SponsorPay,sponsorpay.com,,com.sponsorpay,,,,,
,Mobile Marketing,Gadmobe Interactive,gadmobe.com,Hong Kong,,,,,,
ETIP,,GameAnalytics,gameanalytics.com,,com.gameanalytics.sdk,,,,,
,,GameHouse Promotion Network,partners.gamehouse.com,USA,,,,,,
,,Gameloft,,,,,,,,https://github.com/Gameloft
,Mobile & Web Analytics,Gauges,get.gaug.es,,,,,,,
,,Geenapp,geenapp.com,Spain,,,,,,
ETIP,Mobile & Web Analytics,gemiusHeatMap,gemius.com,,com.gemius.sdk,,,,,
,,Geniee,,,,,,,,https://github.com/Geniee
,Mobile Marketing,GeoMoby,geomoby.com,,,,,,,https://github.com/geomoby
,Mobile Marketing,GeoPlugin,geoplugin.com,,,,,,,https://github.com/geoplugin
,,Get.It,getitmobile.com/acquisition,USA,,,,,,https://github.com/get
,,GetJar,,,com.getjar,,,,,https://github.com/GetJar
,Mobile Marketing,GetSocial,getsocial.im,,im.getsocial.sdk,,,,,https://github.com/getsocial
,Optimization Personalization & Testing,Ghostery,ghostery.com,,com.ghostery.privacy.appnoticesdk,,,https://bintray.com/ghostery,https://dl.bintray.com/ghostery/maven/,https://github.com/ghostery
,Mobile & Web Analytics,GhostRec,ghostrec.jp,,,,,,,
,,Giftiz / Purple Brain,giftiz.com,France,,,,,,
,,Gigafone,gigafone.com,Russia,,,,,,https://github.com/gigafone
ETIP,iPaaS Cloud/Data Integration & Tag Management,Gigya,gigya.com,,com.gigya,,,,,
ETIP,Retail Proximity & IoT Marketing,Gimbal,gimbal.com,,com.gimbal.android,,,,,
,Content Marketing,Ginger Software,gingersoftware.com,,com.gingersoftware.,,,,,https://github.com/gingersoftware
,Mobile & Web Analytics,Glassbox,glassboxdigital.com,,,,,https://bintray.com/glassboxdigital,,
ETIP,Mobile Marketing,Glipsa/Avocarrot (justAd),glispa.com,Germany,com.avocarrot.sdk,\.avocarrot\.com|ads\.glispa\.com|exp\.glispa\.com|rtb\.platform\.glispa\.com|trk\.glispa\.com|templates\.glispaconnect\.com,,,,
,,GMO Tech,smaad.jp,Japan,,,,,,https://github.com/smaad
,Mobile Marketing,Go2mobi,go2mobi.com,Canada,,,,,,https://github.com/go2mobi
,,GoldSpot Media,goldspotmedia.com,USA,,,,,,https://github.com/goldspotmedia
,Retail Proximity & IoT Marketing,GoNow,gonowpro.com,,,,,,,https://github.com/gonowpro
ETIP,,Google Ads,developers.google.com/admob/android,,com.google.android.gms.ads.mediation.,\.google\.com,,,,
ETIP,,Google Analytics,google.com/analytics,USA,com.google.android.apps.analytics.|com.google.android.gms.analytics,,,,,
ETIP,,Google CrashLytics,crashlytics.com,USA,io.fabric.|com.crashlytics,,,,,
ETIP,,Google Firebase Analytics,firebase.google.com,USA,com.google.firebase.analytics.|com.google.android.gms.measurement,,,,,
ETIP,,Google Tag Manager,google.com/analytics/tag-manager,USA,com.google.tagmanager,,,,,
ETIP,Retail Proximity & IoT Marketing,GPShopper,gpshopper.com,,com.gpshopper,,,,,
,,Gradient X,gradientx.com,USA,,,,,,https://github.com/gradientx
,Content Marketing,Grammarly,grammarly.com,,com.grammarly.,,,,,https://github.com/grammarly
,,GREE Ads,ads.gree.net,USA,net.gree,,,,,
,Retail Proximity & IoT Marketing,Grey Jean Technologies,gjny.com,,,,,,,https://github.com/gjny
,,Greystripe (Conversant Media Inc.),greystripe.com,USA,com.greystripe,,,,,
,Mobile Marketing,GroundTruth,groundtruth.com,,,,,https://bintray.com/groundtruth,,https://github.com/groundtruth
,,GrowMobile,growmobile.com,USA,com.growmobile,,,,,https://github.com/growmobile
,Mobile & Web Analytics,Growth Intelligence,growthintelligence.com,,,,,,,
,Mobile Marketing,GrowthPush,growthpush.com,,,,,,,
,,Guppy Media,guppymedia.com,USA,,,,,,
,Mobile Marketing,GupShup,gupshup.io,,,,,,,https://github.com/gupshup
,,Hands,hands.com.br,Brazil,,,,,,https://github.com/hands
,Mobile & Web Analytics,HarePoint,harepoint.com,,,,,,,
,Mobile & Web Analytics,Heap Inc,heapanalytics.com,,,,,,,
,,Heatma.ps,,,,,,,,
,Mobile & Web Analytics,Heatmap,heatmap.com,,,,,,,https://github.com/heatmap
,Mobile & Web Analytics,HeatMapCo,heat-map.co,,,,,,,
,Mobile Marketing,HelloWorld,helloworld.com,,,,,https://bintray.com/helloworld,,https://github.com/helloworld
ETIP,Customer Experience Service & Success,Helpshift,helpshift.com,,com.helpshift,,,,,
,Mobile Marketing,HeyStaks,heystaks.com,,,,,,,https://github.com/heystaks
ETIP,Mobile Marketing,Heyzap (bought by Fyber),developers.heyzap.com,USA,com.heyzap.sdk.ads|com.heyzap.inneractive.api.ads.sdk,,,,,
,,HipCricket,hipcricket.com,USA,,,,,,
,Mobile & Web Analytics,HitLink,hitlink.com,,,,,,,https://github.com/hitlink
,Mobile & Web Analytics,HitSteps,hitsteps.com,,,,,,,https://github.com/hitsteps
,Retail Proximity & IoT Marketing,Hivestack,hivestack.com,,,,,,,https://github.com/hivestack
ETIP,,HockeyApp,hockeyapp.net,,net.hockeyapp,,,,,
,,Hooked Media Group,hookedmediagroup.com,USA,,,,,,https://github.com/hookedmediagroup
,Social Media Marketing & Monitoring,Hootsuite,hootsuite.com,,com.hootsuite.compose.sdk,,,https://bintray.com/hootsuite,https://dl.bintray.com/hootsuite/maven/,https://github.com/hootsuite
,Mobile & Web Analytics,Hotjar,hotjar.com,,,,,,,https://github.com/hotjar
ETIP,,Houndify,houndify.com,,com.hound,houndify.com,,,,
,Channel Partner & Local Marketing,HP,hp.com,,com.hp.android.notificationsdk,,,https://bintray.com/hp,,https://github.com/hp
,Retail Proximity & IoT Marketing,HTK,htk.co.uk,,,,,,,https://github.com/htk
,,Hunt Mobile Ads,huntmads.com,Latin America,,,,,,
ETIP,,HyperTrack,hypertrack.com,,com.hypertrack|com.hypertracklive.|io.hypertrack,,,,,
ETIP,Mobile Marketing,HyprMX,hyprmx.com,,com.hyprmx.android.sdk,,,,,
ETIP,,IBM Digital Analytics,ibm.com,,com.digitalanalytics,,,,,
ETIP,Mobile & Web Analytics,IBM Mobile Marketing,ibm.com/customer-engagement/digital-marketing/mobile-marketing,,com.ibm.mce.sdk,,,,,
,,iconpeak,iconpeak.com,Germany,,,,,,https://github.com/iconpeak
,Retail Proximity & IoT Marketing,Idealspot,idealspot.com,,,,,,,https://github.com/idealspot
,iPaaS Cloud/Data Integration & Tag Management,IFTTT,ifttt.com,,com.ifttt.,,,https://bintray.com/ifttt,,https://github.com/ifttt
,Mobile Marketing,IGAWorks,igaworks.com,,com.igaworks.adbrixtracersdk,,,https://bintray.com/igaworks,,https://github.com/igaworks
,Mobile & Web Analytics,IHS,ihsmarkit.com,,,,,,,https://github.com/ihsmarkit
,,iLoop Mobile,iloopmobile.com,USA,,,,https://bintray.com/inloop,https://dl.bintray.com/inloop/maven/,
,iPaaS Cloud/Data Integration & Tag Management,Impact Radius,impactradius.com,,com.impactradius.,,,,,
ETIP,,In Loco,inloco.com.br/en,,com.inlocomedia.android,inlocomedia.com,,,,
,Mobile Marketing,Incoming Media,incoming.tv,,,,,,,https://github.com/incoming
,Retail Proximity & IoT Marketing,InContext Solutions,incontextsolutions.com,,,,,,,https://github.com/incontextsolutions
ETIP,,IndoorAtlas,indooratlas.com,,com.indooratlas.android.sdk,ipsws.indooratlas.com,,,,
,,InfluAds (Carbon/BuySellAds),,,,,,,,https://github.com/buysellads
ETIP,,INFOnline,infonline.de,,de.infonline,,,,,
,,Infostretch Corporation,,,,,,,,https://github.com/Infostretch
,Mobile & Web Analytics,InfoTrust,infotrust.com,,,,,,,https://github.com/infotrust
,Community & Reviews,InLoop,inloop.com,,,,,,,https://github.com/inloop
,Retail Proximity & IoT Marketing,Inmar,inmar.com,,,,,,,https://github.com/inmar
ETIP,Retail Proximity & IoT Marketing,InMarket,inmarket.com,,com.inmarket.m2m.,,,,,
ETIP,Mobile Marketing,InMobi,inmobi.com,India,com.inmobi,,,,,
,,Inneractive,inner-active.com,Israel,com.inneractive,,,,,https://github.com/inner-active
,,innovational New media,innovationalnewmedia.co.uk,UK,,,,,,
ETIP,,Inrix,inrix.com,,com.inrix.sdk,,,,,
,Mobile Marketing,Insert,insert.io,,,,,,,https://github.com/insert
,Optimization Personalization & Testing,Insider,useinsider.com,,com.useinsider.insider.,,,https://bintray.com/useinsider,,https://github.com/useinsider
,Retail Proximity & IoT Marketing,Insideretail,insideretail.com.au,,,,,,,
,Mobile & Web Analytics,Inspectlet,inspectlet.com,,,,,,,https://github.com/inspectlet
,Mobile Marketing,Inspired Mobile,inspired-mobile.com,,,,,,,https://github.com/inspired-mobile
ETIP,,Instabug,instabug.com/crash-reporting,,com.instabug.library.tracking|com.instabug.bug,,,,,
ETIP,,Instreamatic,instreamatic.com,,com.instreamatic,instreamatic.com,,,,
,Display & Programmatic Advertising,Integral Ad Science,integralads.com,,com.integralads.avid.library.,,,,,https://github.com/integralads
,iPaaS Cloud/Data Integration & Tag Management,integromat,integromat.com,,,,,,,https://github.com/integromat
,Retail Proximity & IoT Marketing,Intel,intel.com,,,,,,,https://github.com/intel
,,Intela,intela.com,UK,,,,,,https://github.com/intela
,Mobile & Web Analytics,Interana,interana.com,,,,,,,https://github.com/interana
,Mobile Marketing,Intercom,intercom.com,,com.intercom.,,,https://bintray.com/intercom,,https://github.com/intercom
ETIP,,Intrasonics,intrasonics.com,,com.intrasonics.,,,,,
,Mobile Apps,ionic,ionicframework.com,,com.ionicframework.,,,,,https://github.com/ionicframework
,Customer Experience Service & Success,iPerceptions,iperceptions.com,,com.iperceptions.iperceptionssdk,,,,,
,Mobile Marketing,iPinYou,ipinyou.com.cn,,,,,,,https://github.com/ipinyou
,Mobile & Web Analytics,IQLECT,iqlect.com,,,,,,,https://github.com/iqlect
,,IQzone,iqzone.com,,com.iqzone,,,https://bintray.com/iqzone,,https://github.com/iqzone
ETIP,Mobile Apps,ironSource,ironsrc.com,,com.ironsource,,,,,
,Marketing Automation & Campaign/Lead Management,Iterable,iterable.com,,com.iterable.iterableapi.,,,,,https://github.com/iterable
,Mobile Marketing,iZooto,izooto.com,,,,,https://bintray.com/izooto,,https://github.com/izooto
,Mobile Marketing,Jampp,jampp.com,,,,,,,https://github.com/jampp
,iPaaS Cloud/Data Integration & Tag Management,Janrain,janrain.com,,com.janrain.android.,,,,,https://github.com/janrain
,Retail Proximity & IoT Marketing,JDA,jda.com,,,,,https://bintray.com/jda,,https://github.com/jda
,Mobile & Web Analytics,Jedox,jedox.com,,,,,,,https://github.com/jedox
,iPaaS Cloud/Data Integration & Tag Management,Jitterbit,jitterbit.com,,,,,,,https://github.com/jitterbit
,,JiWire,jiwire.com,UK,,,,,,https://github.com/jiwire
,Mobile Marketing,JUICE Mobile,juicemobile.com,,,,,,,https://github.com/juicemobile
,Mobile Marketing,July Systems,julysystems.com,,,,,,,
,,JumpTap,jumptap.com,USA,com.jumptap,,,,,
ETIP,Video Advertising,JW Player,jwplayer.com,,com.longtailvideo.jwplayer,,,,,
,Ecommerce Marketing,Kahuna,kahuna.com,,com.kahuna,,,https://bintray.com/kahuna,,https://github.com/kahuna
,Video Marketing,Kaltura,corp.kaltura.com,,com.kaltura.,,https://developer.kaltura.com/api-docs/Client_Libraries,,,
,,kamcord,kamcord.com,,com.kamcord,,,,,https://github.com/kamcord
,Mobile Marketing,Kargo,kargo.com,USA,,,,,,https://github.com/kargo
ETIP,Mobile & Web Analytics,Keen IO,keen.io,,io.keen.client.,api.keen.io,,,,
ETIP,,kidoz,kidoz.net/kidoz-sdk,,com.kidoz.sdk,,,,,
,Mobile Marketing,Kiip,kiip.me,,me.kiip.sdk,,,https://bintray.com/kiip,https://dl.bintray.com/kiip/maven/,https://github.com/kiip
,,Kimia,kimia.mobi,Spain,,,,,,https://github.com/kimia
,Mobile Apps,Kinvey,progress.com,,com.kinvey.,,,,,
ETIP,Mobile & Web Analytics,KissMetrics,kissmetricshq.com,,,,,,,
,,KissMyAds,affiliates.kissmyads.com,Germany,,,,,,
ETIP,Marketing Analytics Performance & Attribution,Kochava,kochava.com,,com.kochava,,,,,
,DAM & MRM,Kodak,kodak.com,,com.kodak.kioskconnect.,,,,,https://github.com/kodak
,iPaaS Cloud/Data Integration & Tag Management,Kofax,kofax.com,,com.kofax.mobile.sdk,,,,,
,,Komli,komli.com,India,,,,,,https://github.com/komli
,,Kontagent (Upsight),,USA,com.kontagent,,,,,https://github.com/Kontagent
ETIP,Mobile Marketing,Kontakt.io,kontakt.io,,com.kontaktio|com.kontakt.sdk.android.,kontakt\.io,,,,
,Mobile Apps,Kony,kony.com,,com.kony.sdk,,,,,https://github.com/kony
ETIP,,Krux,salesforce.com/products/marketing-cloud/data-management,,com.krux.androidsdk,,,,,
,,Ktplay,us.ktplay.com,,com.ktplay,,,,,https://github.com/Ktplay
,Mobile Marketing,Kwanko,swelen.com,,com.swelen.ads.,,,,,https://github.com/swelen
,Retail Proximity & IoT Marketing,Label Insight,labelinsight.com,,,,,,,https://github.com/labelinsight
,Mobile Marketing,Landmrk,landmrk.it,,,,,,,https://github.com/landmrk
,Display & Programmatic Advertising,LaunchBit,buysellads.com,USA,,,,,,
,Customer Experience Service & Success,Layer Customer Conversation Platform,layer.com,,com.layer.lsdka|com\.layer\.sdk,,,,,https://github.com/layer
,,LeadBolt,leadbolt.com,USA,com.leadbolt,,,,,https://github.com/leadbolt
,Mobile & Web Analytics,LeadBoxer,leadboxer.com,,,,,,,https://github.com/leadboxer
,Mobile & Web Analytics,Leadfeeder,leadfeeder.com,,,,,,,https://github.com/leadfeeder
ETIP,Optimization Personalization & Testing,LeanPlum,leanplum.com,,com.leanplum,,,,,
,Retail Proximity & IoT Marketing,Leeroy,leeroy.se,,,,,,,https://github.com/leeroy
,Retail Proximity & IoT Marketing,Lemon Mobile,lemonllc.com,,,,,,,
ETIP,,Lenddo,lenddo.com,,com.lenddo.mobile,.partner-service.link,,,,
,Mobile Marketing,LevelUp,thelevelup.com,,,,,,,https://github.com/thelevelup
,Mobile & Web Analytics,Lexalytics,lexalytics.com,,,,,,,https://github.com/lexalytics
,,Libri Mobile,librimobile.com,USA,,,,,,
,Mobile Marketing,LifeStreet Media,lifestreet.com,USA,,,,,,https://github.com/lifestreet
,Mobile Marketing,LIFTOFF,liftoff.io,,,,,,,https://github.com/liftoff
ETIP,Display & Programmatic Advertising,Ligatus,ligatus.com,,.ligatusmanager|.ligatusviewclient|com\.ligatus,,,,,
,Retail Proximity & IoT Marketing,Lightspeedhq,lightspeedhq.com,,,,,,,https://github.com/lightspeedhq
,,Lijit,lijit.com,USA,,,,,,https://github.com/lijit
ETIP,,Lisnr,lisnr.com,,com.lisnr.sdk,,,,,
,Mobile & Web Analytics,Lityx,lityx.com,,,,,,,
,Live Chat & Chatbots,LiveChat,livechatinc.com,,com.livechatinc.,,,,,
,Live Chat & Chatbots,Liveperson,liveperson.com,,com.liveperson.api.sdk,,,https://bintray.com/liveperson,,https://github.com/liveperson
,,Liverail,,,,,,,,https://github.com/Liverail
,Mobile Marketing,LiveRamp,liveramp.com,,,,,,,https://github.com/liveramp
,Retail Proximity & IoT Marketing,Localistico,localistico.com,,,,,,,https://github.com/localistico
ETIP,Mobile & Web Analytics,Localytics,localytics.com,,com.localytics,,,,,
,Mobile & Web Analytics,Loceye,loceye.io,,,,,,,https://github.com/loceye
ETIP,,Locuslabs,locuslabs.com,,com.locuslabs.sdk,,,,,
,Mobile & Web Analytics,Logaholic,logaholic.com,,,,,,,
ETIP,,Loggly,loggly.com,,com.github.tony19|com.visiware.sync2ad.logger.loggly,,,,,
,Mobile & Web Analytics,LogiKlu,logiklu.com,,,,,,,
,iPaaS Cloud/Data Integration & Tag Management,LoginRadius,loginradius.com,,com.loginradius.sdk,,,https://bintray.com/loginradius,,https://github.com/loginradius
,Video Advertising,LoopMe,loopme.com,USA,com.loopme.,,,https://bintray.com/loopme,https://dl.bintray.com/loopme/maven/,https://github.com/loopme
ETIP,DMP,Lotame,lotame.com,,com.lotame,,,,,
,,Lotaris,,,,,,,,https://github.com/Lotaris
,Mobile & Web Analytics,Lucky Orange,luckyorange.com,,,,,,,https://github.com/luckyorange
,,Lumata,lumata.com,Dubai,,,,,,https://github.com/lumata
,Mobile & Web Analytics,Lumio Analytics,lumio-analytics.com,,,,,,,https://github.com/lumio-analytics
,,Machine Zone,,,,,,,,https://github.com/MachineZone
,,Madhouse Media,madhouse.cn,China,,,,,,https://github.com/madhouse
,Mobile & Web Analytics,Madkudu,madkudu.com,,,,,,,https://github.com/madkudu
,,madnet.rs,,,,,,,,https://github.com/madnet
,Mobile Marketing,MADS,mads.com,,,,,https://bintray.com/mads,,https://github.com/mads
ETIP,Mobile Marketing,Madvertise/Appsfire,madvertise.com,Germany,de.madvertise|com.mngads.sdk|com.mngads.views|com.mngads.,dispatcher\.mng\-ads\.com|mobile\.mng\-ads\.com,,,,
,,MagicSolver,magicsolver.com,USA,,,,,,
,Display & Programmatic Advertising,Magnetic,magnetic.com,,com.magnetic.,,,https://bintray.com/magnetic,,https://github.com/magnetic
,Mobile & Web Analytics,Makersights,makersights.com,,,,,,,https://github.com/makersights
,,manage.airpush,,,,,,,,
,Retail Proximity & IoT Marketing,Manhattan Associates,manh.com,,,,,,,https://github.com/manh
,Retail Proximity & IoT Marketing,Manthan,manthan.com,,,,,,,https://github.com/manthan
ETIP,,Mapbox,mapbox.com,,com.mapbox.mapboxsdk,,,,,
,,Marimedia,,,,,,,,https://github.com/Marimedia
,Mobile & Web Analytics,Market Resource Partners,mrpfd.com,,,,,,,https://github.com/mrpfd
,Retail Proximity & IoT Marketing,Market6,market6.com,,,,,,,https://github.com/market6
,Retail Proximity & IoT Marketing,Marketingdonut,marketingdonut.co.uk,,,,,,,
ETIP,Marketing Automation & Campaign/Lead Management,Marketo (an Adobe Company),marketo.com,,com.marketo.,mktossl\.com|mktoedge\.com|marketo\.com|marketo\.net,,,,
,,Mars Technologies,,,,,,,,https://github.com/MarsTechnologies
,Mobile Marketing,MassiveImpact,massiveimpact.com,USA,,,,,,
ETIP,Mobile & Web Analytics,Matomo (Piwik),matomo.org,,org.piwik|org.piwik.mobile|org.matomo,,,,,
,Display & Programmatic Advertising,Matomy Media Group,matomy.com,UK,,,,,,https://github.com/matomy
,Mobile & Web Analytics,Mattersight Behavioral Analytics,mattersight.com,,,,,,,https://github.com/mattersight
,,Maudau,,,,,,,,
,,mBrands3,,,,,,,,
ETIP,,MdotM (CrossChannel Inc),mdotm.com,USA,com.mdotm,,,,,https://github.com/mdotm
,Mobile Marketing,Meatti,meatti.com,,,,,,,https://github.com/meatti
,Mobile Marketing,Media Options,mediaoptions.com,,,,,,,https://github.com/mediaoptions
,,media.boingo,,,,,,,,
,,Media.net,media.net,USA,,,,,,https://github.com/media
,,MediaBrix,mediabrix.com,,com.mediabrix,,,https://bintray.com/mediabrix,,https://github.com/mediabrix
,,Medialets,medialets.com,USA,com.medialets,,,https://bintray.com/medialets,,https://github.com/medialets
,Mobile Marketing,Mediasmart,mediasmart.io,,,,,,,https://github.com/mediasmart
,Mobile Marketing,MediaSpike,mediaspike.com,,,,,,,
,,MediaSwapp/Mister Bell,mediaswapp.fr,France,,,,,,https://github.com/mediaswapp
ETIP,,Mediba,mediba.jp,,com.mediba.jp|mediba.ad.sdk.android.openx,,,,,
,Content Marketing,Medium,medium.com,,com.medium.android.,,,,,https://github.com/medium
,,Merlin by Nakko,,,,,,,,https://github.com/nakko
,,Metaps,metaps.com,Singapore,net.metaps,,,,,https://github.com/metaps
,Mobile & Web Analytics,Metrixa,metrixa.com,,,,,,,
,,Mezzo Media,,,,,,,,https://github.com/MezzoMedia
,Mobile Marketing,mGage,mgage.com,,,,,,,https://github.com/mgage
,Native/Content Advertising,MGID,mgid.com,,,,,,,https://github.com/mgid
,Retail Proximity & IoT Marketing,Mi9 retail,mi9retail.com,,,,,,,
,Business/Customer Intelligence & Data Science,Microsoft,microsoft.com,,com.microsoft.advertising,,,,,https://github.com/microsoft
,Retail Proximity & IoT Marketing,Miipharos,miipharos.com,,,,,,,
,Ecommerce Marketing,Mindbody Business,mindbodyonline.com,,com.mindbodyonline.ironhide.,,,,,
,Mobile Marketing,MindMe,mindmemobile.com,,,,,,,https://github.com/mindmemobile
,Mobile Marketing,Minimob (InternetQ),minimob.com,,,,,,,https://github.com/minimob
ETIP,,Mintegral,mintegral.com/en,,com.mintegral.,analytics.rayjump.com|cdn-adn.rayjump.com|de.rayjump.com|de01.rayjump.com|detect.rayjump.com|fk-mtrack.rayjump.com|hybird.rayjump.com|jssdk.rayjump.com|net.rayjump.com|online.rayjump.com|setting.rayjump.com|sg.rayjump.com|sg-mtrack.rayjump.com|sg01.rayjump.com|tknet.rayjump.com|us01.rayjump.com|rayjump.com,,,,https://github.com/rayjump
,,Mintegral/Rayjump,rayjump.com,,com.mintegral,,,,,
,Mobile & Web Analytics,Minubo,minubo.com,,,,,,,
ETIP,Mobile & Web Analytics,MixPanel,mixpanel.com,,com.mixpanel,,,,,
,,mkMob,mkmob.com,Jamaica,,,,,,
,,mNectar,mnectar.com,USA,,,,https://bintray.com/mnectar,,https://github.com/mnectar
ETIP,Mobile & Web Analytics,Moat,moat.com,,com.moat.analytics.mobile,,,,,
,Mobile Marketing,MobAds/Mobidea,mobidea.com,,,,,,,https://github.com/mobidea
,,Mobaloo,mobaloo.com,Spain,,,,,,https://github.com/mobaloo
,Retail Proximity & IoT Marketing,Mobee,wiser.com,,,,,,,
ETIP,Mobile Marketing,MobFox,mobfox.com,Austria,com.mobfox|com.adsdk,,,,,
,,MobGold,mobgold.com,USA,,,,,,
,Mobile Marketing,Mobilda,mobilda.com,,,,,,,
ETIP,,Mobile Engagement,docs.microsoft.comen-us/azure/mobile-engagement/mobile-engagement-android-sdk-overview,,com.ubikod.capptain.|com.microsoft.azure.engagement,,,,,
,,Mobile Theory,mobiletheory.com,USA,,,,,,
,Mobile Marketing,MobileAction,mobileaction.co,,,,,,,https://github.com/mobileaction
,,MobileAppTracking (HasOffers Inc.),mobileapptracking.com,,com.mobileapptracker,,,,,https://github.com/mobileapptracking
,Mobile Marketing,MobileFuse,mobilefuse.com,USA,,,,,,
,Mobile Marketing,MobileRQ,mobilerq.com,,,,,,,https://github.com/mobilerq
,Mobile Marketing,mobileStorm,mobilestorm.com,,,,,,,https://github.com/mobilestorm
,,mobiletheory,,,,,,,,
,Mobile Marketing,Mobilewalla,mobilewalla.com,,,,,,,
,Mobile Marketing,Mobilozophy,mobilozophy.com,,,,,,,https://github.com/mobilozophy
,Mobile Marketing,Mobiniti,mobiniti.com,,,,,,,
ETIP,,Mobiquity Networks,mobiquitynetworks.com,,com.mobiquitynetworks.,,,,,
,Mobile Marketing,MOBIT,mobit.com,,,,,,,https://github.com/mobit
,Mobile Marketing,Mobithink,mobithink.com,,,,,,,
,Mobile Marketing,Mobivity,mobivity.com,,,,,,,https://github.com/mobivity
,,Moblin,moblin.com,Israel,,,,,,https://github.com/moblin
,,Moboqo,,,,,,,,https://github.com/Moboqo
,,MobPartner,mobpartner.com,France,com.mobpartner.android.publisher.,,,,,
ETIP,,Mobpower,home.mobpowertech.com,,com.mobpower,,,,,
,Native/Content Advertising,MobSoc,mobsocmedia.com,,,,,,,https://github.com/mobsocmedia
